DocumentID,ProjectName,DocumentName,DocumentURI,ResolvedPath,Desc,Notes,Category,AddedOn
3885,General,scr.bmp,D:\Downloads\scr.bmp,D:\Downloads\scr.bmp,scr.bmp,scr.bmp,TempFiles,19-01-2024
3891,General,OpTransactionHistory22-01-2024.xls,D:\Downloads\OpTransactionHistory22-01-2024.xls,D:\Downloads\OpTransactionHistory22-01-2024.xls,OpTransactionHistory22-01-2024.xls,OpTransactionHistory22-01-2024.xls,TempFiles,22-01-2024
3892,General,OpTransactionHistory22-01-2024 (1).xls,D:\Downloads\OpTransactionHistory22-01-2024 (1).xls,D:\Downloads\OpTransactionHistory22-01-2024 (1).xls,OpTransactionHistory22-01-2024 (1).xls,OpTransactionHistory22-01-2024 (1).xls,TempFiles,22-01-2024
3893,General,Server_Based_Security_System_Requirement_Document.docx,D:\Downloads\Server_Based_Security_System_Requirement_Document.docx,D:\Downloads\Server_Based_Security_System_Requirement_Document.docx,Server_Based_Security_System_Requirement_Document.docx,Server_Based_Security_System_Requirement_Document.docx,TempFiles,23-01-2024
3899,General,Screencast from 24-01-24 04_09_05 PM IST.webm,D:\Downloads\Screencast from 24-01-24 04_09_05 PM IST.webm,D:\Downloads\Screencast from 24-01-24 04_09_05 PM IST.webm,Screencast from 24-01-24 04_09_05 PM IST.webm,Screencast from 24-01-24 04_09_05 PM IST.webm,TempFiles,24-01-2024
3900,General,BMPMS WAVES1.mp4,D:\Downloads\BMPMS WAVES1.mp4,D:\Downloads\BMPMS WAVES1.mp4,BMPMS WAVES1.mp4,BMPMS WAVES1.mp4,TempFiles,24-01-2024
3902,General,arrow.bmp,D:\Downloads\arrow.bmp,D:\Downloads\arrow.bmp,arrow.bmp,arrow.bmp,TempFiles,24-01-2024
3905,General,LUXISENS_1.0.zip,D:\Downloads\LUXISENS_1.0.zip,D:\Downloads\LUXISENS_1.0.zip,LUXISENS_1.0.zip,LUXISENS_1.0.zip,TempFiles,25-01-2024
3906,General,LUXISENS_1.0 (1).zip,D:\Downloads\LUXISENS_1.0 (1).zip,D:\Downloads\LUXISENS_1.0 (1).zip,LUXISENS_1.0 (1).zip,LUXISENS_1.0 (1).zip,TempFiles,25-01-2024
3907,General,google-services (4).json,D:\Downloads\google-services (4).json,D:\Downloads\google-services (4).json,google-services (4).json,google-services (4).json,TempFiles,27-01-2024
3908,General,client_secret_312451620388-6blo68s89ho5f6edr6b8bbmlkd30j01c.apps.googleusercontent.com (2).json,D:\Downloads\client_secret_312451620388-6blo68s89ho5f6edr6b8bbmlkd30j01c.apps.googleusercontent.com (2).json,D:\Downloads\client_secret_312451620388-6blo68s89ho5f6edr6b8bbmlkd30j01c.apps.googleusercontent.com (2).json,client_secret_312451620388-6blo68s89ho5f6edr6b8bbmlkd30j01c.apps.googleusercontent.com (2).json,client_secret_312451620388-6blo68s89ho5f6edr6b8bbmlkd30j01c.apps.googleusercontent.com (2).json,TempFiles,27-01-2024
3909,General,client_secret_312451620388-6blo68s89ho5f6edr6b8bbmlkd30j01c.apps.googleusercontent.com (3).json,D:\Downloads\client_secret_312451620388-6blo68s89ho5f6edr6b8bbmlkd30j01c.apps.googleusercontent.com (3).json,D:\Downloads\client_secret_312451620388-6blo68s89ho5f6edr6b8bbmlkd30j01c.apps.googleusercontent.com (3).json,client_secret_312451620388-6blo68s89ho5f6edr6b8bbmlkd30j01c.apps.googleusercontent.com (3).json,client_secret_312451620388-6blo68s89ho5f6edr6b8bbmlkd30j01c.apps.googleusercontent.com (3).json,TempFiles,27-01-2024
3910,General,google-services (6).json,D:\Downloads\google-services (6).json,D:\Downloads\google-services (6).json,google-services (6).json,google-services (6).json,TempFiles,27-01-2024
3912,General,google-services (7).json,D:\Downloads\google-services (7).json,D:\Downloads\google-services (7).json,google-services (7).json,google-services (7).json,TempFiles,27-01-2024
3913,General,firebase-tools-instant-win.exe,D:\Downloads\firebase-tools-instant-win.exe,D:\Downloads\firebase-tools-instant-win.exe,firebase-tools-instant-win.exe,firebase-tools-instant-win.exe,TempFiles,27-01-2024
3914,General,firebase-tools-instant-win (1).exe,D:\Downloads\firebase-tools-instant-win (1).exe,D:\Downloads\firebase-tools-instant-win (1).exe,firebase-tools-instant-win (1).exe,firebase-tools-instant-win (1).exe,TempFiles,27-01-2024
3915,General,node-v20.11.0-x64.msi,D:\Downloads\node-v20.11.0-x64.msi,D:\Downloads\node-v20.11.0-x64.msi,node-v20.11.0-x64.msi,node-v20.11.0-x64.msi,TempFiles,27-01-2024
3920,General,THARANG 2K24 SPONSORSHIP BROCHURE .pdf,D:\Downloads\THARANG 2K24 SPONSORSHIP BROCHURE .pdf,D:\Downloads\THARANG 2K24 SPONSORSHIP BROCHURE .pdf,THARANG 2K24 SPONSORSHIP BROCHURE .pdf,THARANG 2K24 SPONSORSHIP BROCHURE .pdf,TempFiles,29-01-2024
3921,General,THARANG 2K24 SPONSORSHIP BROCHURE  (1).pdf,D:\Downloads\THARANG 2K24 SPONSORSHIP BROCHURE  (1).pdf,D:\Downloads\THARANG 2K24 SPONSORSHIP BROCHURE  (1).pdf,THARANG 2K24 SPONSORSHIP BROCHURE  (1).pdf,THARANG 2K24 SPONSORSHIP BROCHURE  (1).pdf,TempFiles,29-01-2024
3932,General,20240129_183035.mp4,D:\Downloads\20240129_183035.mp4,D:\Downloads\20240129_183035.mp4,20240129_183035.mp4,20240129_183035.mp4,TempFiles,30-01-2024
3936,General,NEERSV2.1.1 FB Response.docx,D:\Downloads\NEERSV2.1.1 FB Response.docx,D:\Downloads\NEERSV2.1.1 FB Response.docx,NEERSV2.1.1 FB Response.docx,NEERSV2.1.1 FB Response.docx,TempFiles,30-01-2024
3942,General,Screencast from 31-01-24 11_54_06 AM IST.webm,D:\Downloads\Screencast from 31-01-24 11_54_06 AM IST.webm,D:\Downloads\Screencast from 31-01-24 11_54_06 AM IST.webm,Screencast from 31-01-24 11_54_06 AM IST.webm,Screencast from 31-01-24 11_54_06 AM IST.webm,TempFiles,31-01-2024
3953,General,WhatsApp Image 2024-01-31 at 16.04.20_78672d8b.jpg,D:\Downloads\WhatsApp Image 2024-01-31 at 16.04.20_78672d8b.jpg,D:\Downloads\WhatsApp Image 2024-01-31 at 16.04.20_78672d8b.jpg,WhatsApp Image 2024-01-31 at 16.04.20_78672d8b.jpg,WhatsApp Image 2024-01-31 at 16.04.20_78672d8b.jpg,TempFiles,31-01-2024
3959,General,iBSM.zip,D:\Downloads\iBSM.zip,D:\Downloads\iBSM.zip,iBSM.zip,iBSM.zip,TempFiles,31-01-2024
3967,General,iOrbit-Overview-Internship.mp4,D:\Downloads\iOrbit-Overview-Internship.mp4,D:\Downloads\iOrbit-Overview-Internship.mp4,iOrbit-Overview-Internship.mp4,iOrbit-Overview-Internship.mp4,TempFiles,01-02-2024
3975,General,Wave_and_grid_RR_Index_Activity.exe,D:\Downloads\Wave_and_grid_RR_Index_Activity.exe,D:\Downloads\Wave_and_grid_RR_Index_Activity.exe,Wave_and_grid_RR_Index_Activity.exe,Wave_and_grid_RR_Index_Activity.exe,TempFiles,02-02-2024
3981,General,websocket1.zip,D:\Downloads\websocket1.zip,D:\Downloads\websocket1.zip,websocket1.zip,websocket1.zip,TempFiles,05-02-2024
3983,General,Luxisens_Debug_App.exe,D:\Downloads\Luxisens_Debug_App.exe,D:\Downloads\Luxisens_Debug_App.exe,Luxisens_Debug_App.exe,Luxisens_Debug_App.exe,TempFiles,05-02-2024
3987,General,FamilyDocsApp-ec00f0897e2bddc7581d48d15e043dbe0e0a305a.zip,D:\Downloads\FamilyDocsApp-ec00f0897e2bddc7581d48d15e043dbe0e0a305a.zip,D:\Downloads\FamilyDocsApp-ec00f0897e2bddc7581d48d15e043dbe0e0a305a.zip,FamilyDocsApp-ec00f0897e2bddc7581d48d15e043dbe0e0a305a.zip,FamilyDocsApp-ec00f0897e2bddc7581d48d15e043dbe0e0a305a.zip,TempFiles,06-02-2024
3988,General,FamilyDocsApp-2c9db97947dd921a831862d4d9c1f80ba787216e.zip,D:\Downloads\FamilyDocsApp-2c9db97947dd921a831862d4d9c1f80ba787216e.zip,D:\Downloads\FamilyDocsApp-2c9db97947dd921a831862d4d9c1f80ba787216e.zip,FamilyDocsApp-2c9db97947dd921a831862d4d9c1f80ba787216e.zip,FamilyDocsApp-2c9db97947dd921a831862d4d9c1f80ba787216e.zip,TempFiles,06-02-2024
3989,General,FamilyDocsApp-7634379aeee5e54d066ad19f1ff3c72f01c75354.zip,D:\Downloads\FamilyDocsApp-7634379aeee5e54d066ad19f1ff3c72f01c75354.zip,D:\Downloads\FamilyDocsApp-7634379aeee5e54d066ad19f1ff3c72f01c75354.zip,FamilyDocsApp-7634379aeee5e54d066ad19f1ff3c72f01c75354.zip,FamilyDocsApp-7634379aeee5e54d066ad19f1ff3c72f01c75354.zip,TempFiles,06-02-2024
3995,General,android-studio-2023.1.1.28-windows.exe,D:\Downloads\android-studio-2023.1.1.28-windows.exe,D:\Downloads\android-studio-2023.1.1.28-windows.exe,android-studio-2023.1.1.28-windows.exe,android-studio-2023.1.1.28-windows.exe,TempFiles,07-02-2024
3996,General,Luxisens_1.0 (2).zip,D:\Downloads\Luxisens_1.0 (2).zip,D:\Downloads\Luxisens_1.0 (2).zip,Luxisens_1.0 (2).zip,Luxisens_1.0 (2).zip,TempFiles,07-02-2024
3998,General,LUXISENS_1.0 (3).zip,D:\Downloads\LUXISENS_1.0 (3).zip,D:\Downloads\LUXISENS_1.0 (3).zip,LUXISENS_1.0 (3).zip,LUXISENS_1.0 (3).zip,TempFiles,07-02-2024
3999,General,iBSM-v78.apk,D:\Downloads\iBSM-v78.apk,D:\Downloads\iBSM-v78.apk,iBSM-v78.apk,iBSM-v78.apk,TempFiles,08-02-2024
4000,General,SLRPM-v78.apk,D:\Downloads\SLRPM-v78.apk,D:\Downloads\SLRPM-v78.apk,SLRPM-v78.apk,SLRPM-v78.apk,TempFiles,08-02-2024
4002,General,SLRPM-v781.apk,D:\Downloads\SLRPM-v781.apk,D:\Downloads\SLRPM-v781.apk,SLRPM-v781.apk,SLRPM-v781.apk,TempFiles,08-02-2024
4004,General,LuxisenseArduinoMain-main.zip,D:\Downloads\LuxisenseArduinoMain-main.zip,D:\Downloads\LuxisenseArduinoMain-main.zip,LuxisenseArduinoMain-main.zip,LuxisenseArduinoMain-main.zip,TempFiles,08-02-2024
4009,General,processAndDownloadFmlyFiles old ver.txt,D:\Downloads\processAndDownloadFmlyFiles old ver.txt,D:\Downloads\processAndDownloadFmlyFiles old ver.txt,processAndDownloadFmlyFiles old ver.txt,processAndDownloadFmlyFiles old ver.txt,TempFiles,12-02-2024
4012,General,Wave_and_grid_RR_Index_Activity.py,D:\Downloads\Wave_and_grid_RR_Index_Activity.py,D:\Downloads\Wave_and_grid_RR_Index_Activity.py,Wave_and_grid_RR_Index_Activity.py,Wave_and_grid_RR_Index_Activity.py,TempFiles,12-02-2024
4013,General,pycharm-community-2023.3.3.exe,D:\Downloads\pycharm-community-2023.3.3.exe,D:\Downloads\pycharm-community-2023.3.3.exe,pycharm-community-2023.3.3.exe,pycharm-community-2023.3.3.exe,TempFiles,12-02-2024
4014,General,gemini created left bar.bmp,D:\Downloads\gemini created left bar.bmp,D:\Downloads\gemini created left bar.bmp,gemini created left bar.bmp,gemini created left bar.bmp,TempFiles,13-02-2024
4015,General,Screencast from 13-02-24 02_54_21 PM IST.webm,D:\Downloads\Screencast from 13-02-24 02_54_21 PM IST.webm,D:\Downloads\Screencast from 13-02-24 02_54_21 PM IST.webm,Screencast from 13-02-24 02_54_21 PM IST.webm,Screencast from 13-02-24 02_54_21 PM IST.webm,TempFiles,13-02-2024
4017,General,Screencast from 13-02-24 04_35_01 PM IST.webm,D:\Downloads\Screencast from 13-02-24 04_35_01 PM IST.webm,D:\Downloads\Screencast from 13-02-24 04_35_01 PM IST.webm,Screencast from 13-02-24 04_35_01 PM IST.webm,Screencast from 13-02-24 04_35_01 PM IST.webm,TempFiles,13-02-2024
4034,General,invoice_1908792 (1).zip,D:\Downloads\invoice_1908792 (1).zip,D:\Downloads\invoice_1908792 (1).zip,invoice_1908792 (1).zip,invoice_1908792 (1).zip,TempFiles,14-02-2024
4035,General,Wave_and_grid_RR_Index_Activity (1).py,D:\Downloads\Wave_and_grid_RR_Index_Activity (1).py,D:\Downloads\Wave_and_grid_RR_Index_Activity (1).py,Wave_and_grid_RR_Index_Activity (1).py,Wave_and_grid_RR_Index_Activity (1).py,TempFiles,15-02-2024
4037,General,LXS_FW_finalcode_LUXBRD_v2.0.1.ino,D:\Downloads\LXS_FW_finalcode_LUXBRD_v2.0.1.ino,D:\Downloads\LXS_FW_finalcode_LUXBRD_v2.0.1.ino,LXS_FW_finalcode_LUXBRD_v2.0.1.ino,LXS_FW_finalcode_LUXBRD_v2.0.1.ino,TempFiles,15-02-2024
4038,General,nullmeasurement old.txt,D:\Downloads\nullmeasurement old.txt,D:\Downloads\nullmeasurement old.txt,nullmeasurement old.txt,nullmeasurement old.txt,TempFiles,16-02-2024
4041,General,Wave_and_grid_RR_Index_Activity_recheck_req.py,D:\Downloads\Wave_and_grid_RR_Index_Activity_recheck_req.py,D:\Downloads\Wave_and_grid_RR_Index_Activity_recheck_req.py,Wave_and_grid_RR_Index_Activity_recheck_req.py,Wave_and_grid_RR_Index_Activity_recheck_req.py,TempFiles,18-02-2024
4043,General,LXS_FW_CommModule_001.ino,D:\Downloads\LXS_FW_CommModule_001.ino,D:\Downloads\LXS_FW_CommModule_001.ino,LXS_FW_CommModule_001.ino,LXS_FW_CommModule_001.ino,TempFiles,18-02-2024
4054,General,output.ico,D:\Downloads\output.ico,D:\Downloads\output.ico,output.ico,output.ico,TempFiles,22-02-2024
4066,General,LXS_FW_finalcode_240224.ino,D:\Downloads\LXS_FW_finalcode_240224.ino,D:\Downloads\LXS_FW_finalcode_240224.ino,LXS_FW_finalcode_240224.ino,LXS_FW_finalcode_240224.ino,TempFiles,24-02-2024
4067,General,LXS_FW_finalcode_240224 (1).ino,D:\Downloads\LXS_FW_finalcode_240224 (1).ino,D:\Downloads\LXS_FW_finalcode_240224 (1).ino,LXS_FW_finalcode_240224 (1).ino,LXS_FW_finalcode_240224 (1).ino,TempFiles,24-02-2024
4074,General,LXS_FW_finalcode_001 (1).ino,D:\Downloads\LXS_FW_finalcode_001 (1).ino,D:\Downloads\LXS_FW_finalcode_001 (1).ino,LXS_FW_finalcode_001 (1).ino,LXS_FW_finalcode_001 (1).ino,TempFiles,27-02-2024
4075,General,NEERS_SETUP_V2.1.2.rar,D:\Downloads\NEERS_SETUP_V2.1.2.rar,D:\Downloads\NEERS_SETUP_V2.1.2.rar,NEERS_SETUP_V2.1.2.rar,NEERS_SETUP_V2.1.2.rar,TempFiles,28-02-2024
4081,General,Engineering Application_V2.1.20240304.exe,D:\Downloads\Engineering Application_V2.1.20240304.exe,D:\Downloads\Engineering Application_V2.1.20240304.exe,Engineering Application_V2.1.20240304.exe,Engineering Application_V2.1.20240304.exe,TempFiles,04-03-2024
4082,General,Engineering Application_V2.1.20240304 (1).exe,D:\Downloads\Engineering Application_V2.1.20240304 (1).exe,D:\Downloads\Engineering Application_V2.1.20240304 (1).exe,Engineering Application_V2.1.20240304 (1).exe,Engineering Application_V2.1.20240304 (1).exe,TempFiles,04-03-2024
4088,General,dr_working_outfile.zip,D:\Downloads\dr_working_outfile.zip,D:\Downloads\dr_working_outfile.zip,dr_working_outfile.zip,dr_working_outfile.zip,TempFiles,08-03-2024
4089,General,chat_code.zip,D:\Downloads\chat_code.zip,D:\Downloads\chat_code.zip,chat_code.zip,chat_code.zip,TempFiles,08-03-2024
4096,General,JPEG_20230522_193840_1709783259833.fmly,D:\Downloads\JPEG_20230522_193840_1709783259833.fmly,D:\Downloads\JPEG_20230522_193840_1709783259833.fmly,JPEG_20230522_193840_1709783259833.fmly,JPEG_20230522_193840_1709783259833.fmly,TempFiles,12-03-2024
4097,General,JPEG_20230522_193840_1709783259833 (1).fmly,D:\Downloads\JPEG_20230522_193840_1709783259833 (1).fmly,D:\Downloads\JPEG_20230522_193840_1709783259833 (1).fmly,JPEG_20230522_193840_1709783259833 (1).fmly,JPEG_20230522_193840_1709783259833 (1).fmly,TempFiles,12-03-2024
4098,General,fmly,D:\Downloads\fmly,D:\Downloads\fmly,fmly,fmly,TempFiles,13-03-2024
4101,General,QueueConsumer.zip,D:\Downloads\QueueConsumer.zip,D:\Downloads\QueueConsumer.zip,QueueConsumer.zip,QueueConsumer.zip,TempFiles,13-03-2024
4102,General,WhatsApp Video 2024-03-12 at 6.16.15 PM.mp4,D:\Downloads\WhatsApp Video 2024-03-12 at 6.16.15 PM.mp4,D:\Downloads\WhatsApp Video 2024-03-12 at 6.16.15 PM.mp4,WhatsApp Video 2024-03-12 at 6.16.15 PM.mp4,WhatsApp Video 2024-03-12 at 6.16.15 PM.mp4,TempFiles,13-03-2024
4103,General,filezila143key.ppk,D:\Downloads\filezila143key.ppk,D:\Downloads\filezila143key.ppk,filezila143key.ppk,filezila143key.ppk,TempFiles,13-03-2024
4104,General,Notes_20240314_091602.fmly,D:\Downloads\Notes_20240314_091602.fmly,D:\Downloads\Notes_20240314_091602.fmly,Notes_20240314_091602.fmly,Notes_20240314_091602.fmly,TempFiles,14-03-2024
4106,General,VirtualBox-7.0.14-161095-Win.exe,D:\Downloads\VirtualBox-7.0.14-161095-Win.exe,D:\Downloads\VirtualBox-7.0.14-161095-Win.exe,VirtualBox-7.0.14-161095-Win.exe,VirtualBox-7.0.14-161095-Win.exe,TempFiles,14-03-2024
4107,General,virtualbox-7.0_7.0.14-161095~Ubuntu~jammy_amd64.deb,D:\Downloads\virtualbox-7.0_7.0.14-161095~Ubuntu~jammy_amd64.deb,D:\Downloads\virtualbox-7.0_7.0.14-161095~Ubuntu~jammy_amd64.deb,virtualbox-7.0_7.0.14-161095~Ubuntu~jammy_amd64.deb,virtualbox-7.0_7.0.14-161095~Ubuntu~jammy_amd64.deb,TempFiles,14-03-2024
4111,General,WebSock.zip,D:\Downloads\WebSock.zip,D:\Downloads\WebSock.zip,WebSock.zip,WebSock.zip,TempFiles,15-03-2024
4114,General,FileZilla_3.66.5_win64_sponsored2-setup.exe,D:\Downloads\FileZilla_3.66.5_win64_sponsored2-setup.exe,D:\Downloads\FileZilla_3.66.5_win64_sponsored2-setup.exe,FileZilla_3.66.5_win64_sponsored2-setup.exe,FileZilla_3.66.5_win64_sponsored2-setup.exe,TempFiles,15-03-2024
4115,General,start.sh,D:\Downloads\start.sh,D:\Downloads\start.sh,start.sh,start.sh,TempFiles,15-03-2024
4116,General,websockserver.txt,D:\Downloads\websockserver.txt,D:\Downloads\websockserver.txt,websockserver.txt,websockserver.txt,TempFiles,15-03-2024
4118,General,queueconsumer.txt,D:\Downloads\queueconsumer.txt,D:\Downloads\queueconsumer.txt,queueconsumer.txt,queueconsumer.txt,TempFiles,15-03-2024
4120,General,APiclient.java,D:\Downloads\APiclient.java,D:\Downloads\APiclient.java,APiclient.java,APiclient.java,TempFiles,16-03-2024
4121,General,ApiResponse.java,D:\Downloads\ApiResponse.java,D:\Downloads\ApiResponse.java,ApiResponse.java,ApiResponse.java,TempFiles,16-03-2024
4122,General,ConnectionManager.java,D:\Downloads\ConnectionManager.java,D:\Downloads\ConnectionManager.java,ConnectionManager.java,ConnectionManager.java,TempFiles,16-03-2024
4123,General,DataConsumerConnection.java,D:\Downloads\DataConsumerConnection.java,D:\Downloads\DataConsumerConnection.java,DataConsumerConnection.java,DataConsumerConnection.java,TempFiles,16-03-2024
4124,General,IOMTWebSockServer-c392de4e865a79728804cae08dadcc2b17f3a741.zip,D:\Downloads\IOMTWebSockServer-c392de4e865a79728804cae08dadcc2b17f3a741.zip,D:\Downloads\IOMTWebSockServer-c392de4e865a79728804cae08dadcc2b17f3a741.zip,IOMTWebSockServer-c392de4e865a79728804cae08dadcc2b17f3a741.zip,IOMTWebSockServer-c392de4e865a79728804cae08dadcc2b17f3a741.zip,TempFiles,16-03-2024
4128,General,Notes_20240316_095055.fmly,D:\Downloads\Notes_20240316_095055.fmly,D:\Downloads\Notes_20240316_095055.fmly,Notes_20240316_095055.fmly,Notes_20240316_095055.fmly,TempFiles,16-03-2024
4131,General,IO-WI-HW_rev1.0_Hardware.docx,D:\Downloads\IO-WI-HW_rev1.0_Hardware.docx,D:\Downloads\IO-WI-HW_rev1.0_Hardware.docx,IO-WI-HW_rev1.0_Hardware.docx,IO-WI-HW_rev1.0_Hardware.docx,TempFiles,18-03-2024
4132,General,family_member_controller.dart,D:\Downloads\family_member_controller.dart,D:\Downloads\family_member_controller.dart,family_member_controller.dart,family_member_controller.dart,TempFiles,19-03-2024
4133,General,create_family_controller.dart,D:\Downloads\create_family_controller.dart,D:\Downloads\create_family_controller.dart,create_family_controller.dart,create_family_controller.dart,TempFiles,19-03-2024
4135,General,FamilyDocsApp-48e08e8f59ccfc3b777f6b69f0f717fe6949ea47.zip,D:\Downloads\FamilyDocsApp-48e08e8f59ccfc3b777f6b69f0f717fe6949ea47.zip,D:\Downloads\FamilyDocsApp-48e08e8f59ccfc3b777f6b69f0f717fe6949ea47.zip,FamilyDocsApp-48e08e8f59ccfc3b777f6b69f0f717fe6949ea47.zip,FamilyDocsApp-48e08e8f59ccfc3b777f6b69f0f717fe6949ea47.zip,TempFiles,19-03-2024
4136,General,GDriveManager.dart,D:\Downloads\GDriveManager.dart,D:\Downloads\GDriveManager.dart,GDriveManager.dart,GDriveManager.dart,TempFiles,19-03-2024
4137,General,upload_doc_view (1).dart,D:\Downloads\upload_doc_view (1).dart,D:\Downloads\upload_doc_view (1).dart,upload_doc_view (1).dart,upload_doc_view (1).dart,TempFiles,20-03-2024
4138,General,upload_doc_view (2).dart,D:\Downloads\upload_doc_view (2).dart,D:\Downloads\upload_doc_view (2).dart,upload_doc_view (2).dart,upload_doc_view (2).dart,TempFiles,20-03-2024
4139,General,upload_doc_controller (1).dart,D:\Downloads\upload_doc_controller (1).dart,D:\Downloads\upload_doc_controller (1).dart,upload_doc_controller (1).dart,upload_doc_controller (1).dart,TempFiles,20-03-2024
4140,General,upload_doc_view (3).dart,D:\Downloads\upload_doc_view (3).dart,D:\Downloads\upload_doc_view (3).dart,upload_doc_view (3).dart,upload_doc_view (3).dart,TempFiles,20-03-2024
4164,General,family_member_view-bm.dart,D:\Downloads\family_member_view-bm.dart,D:\Downloads\family_member_view-bm.dart,family_member_view-bm.dart,family_member_view-bm.dart,TempFiles,31-03-2024
4165,General,family_member_view.dart,D:\Downloads\family_member_view.dart,D:\Downloads\family_member_view.dart,family_member_view.dart,family_member_view.dart,TempFiles,31-03-2024
4166,General,FamilyDocsApp-4a1b4cf4ac7933c9d27f558f602a16c3bccb40c7.zip,D:\Downloads\FamilyDocsApp-4a1b4cf4ac7933c9d27f558f602a16c3bccb40c7.zip,D:\Downloads\FamilyDocsApp-4a1b4cf4ac7933c9d27f558f602a16c3bccb40c7.zip,FamilyDocsApp-4a1b4cf4ac7933c9d27f558f602a16c3bccb40c7.zip,FamilyDocsApp-4a1b4cf4ac7933c9d27f558f602a16c3bccb40c7.zip,TempFiles,31-03-2024
4167,General,family_member_view.dart.bak,D:\Downloads\family_member_view.dart.bak,D:\Downloads\family_member_view.dart.bak,family_member_view.dart.bak,family_member_view.dart.bak,TempFiles,31-03-2024
4168,General,home_view.dart,D:\Downloads\home_view.dart,D:\Downloads\home_view.dart,home_view.dart,home_view.dart,TempFiles,31-03-2024
4170,General,Luxisens_Release_Bundle_Final-20240401T060923Z-001.zip,D:\Downloads\Luxisens_Release_Bundle_Final-20240401T060923Z-001.zip,D:\Downloads\Luxisens_Release_Bundle_Final-20240401T060923Z-001.zip,Luxisens_Release_Bundle_Final-20240401T060923Z-001.zip,Luxisens_Release_Bundle_Final-20240401T060923Z-001.zip,TempFiles,01-04-2024
4174,General,home_view (1).dart,D:\Downloads\home_view (1).dart,D:\Downloads\home_view (1).dart,home_view (1).dart,home_view (1).dart,TempFiles,01-04-2024
4175,General,home_controller.dart,D:\Downloads\home_controller.dart,D:\Downloads\home_controller.dart,home_controller.dart,home_controller.dart,TempFiles,01-04-2024
4185,General,IO_BMPMS.pptx,D:\Downloads\IO_BMPMS.pptx,D:\Downloads\IO_BMPMS.pptx,IO_BMPMS.pptx,IO_BMPMS.pptx,TempFiles,03-04-2024
4187,General,scrnshot12.bmp,D:\Downloads\scrnshot12.bmp,D:\Downloads\scrnshot12.bmp,scrnshot12.bmp,scrnshot12.bmp,TempFiles,03-04-2024
4188,General,"Y1,Y2 Roadmap v0.1.xlsx","D:\Downloads\Y1,Y2 Roadmap v0.1.xlsx","D:\Downloads\Y1,Y2 Roadmap v0.1.xlsx","Y1,Y2 Roadmap v0.1.xlsx","Y1,Y2 Roadmap v0.1.xlsx",TempFiles,03-04-2024
4201,General,ITouch March  Status.docx,D:\Downloads\ITouch March  Status.docx,D:\Downloads\ITouch March  Status.docx,ITouch March  Status.docx,ITouch March  Status.docx,TempFiles,08-04-2024
4206,General,Auth0_Integration_Guide.txt,D:\Downloads\Auth0_Integration_Guide.txt,D:\Downloads\Auth0_Integration_Guide.txt,Auth0_Integration_Guide.txt,Auth0_Integration_Guide.txt,TempFiles,11-04-2024
4211,General,BPL Closure Plan-V1.xlsx,D:\Downloads\BPL Closure Plan-V1.xlsx,D:\Downloads\BPL Closure Plan-V1.xlsx,BPL Closure Plan-V1.xlsx,BPL Closure Plan-V1.xlsx,TempFiles,11-04-2024
4212,General,CreateUser.py,D:\Downloads\CreateUser.py,D:\Downloads\CreateUser.py,CreateUser.py,CreateUser.py,TempFiles,12-04-2024
4213,General,User_login.py,D:\Downloads\User_login.py,D:\Downloads\User_login.py,User_login.py,User_login.py,TempFiles,12-04-2024
4214,General,google api.bmp,D:\Downloads\google api.bmp,D:\Downloads\google api.bmp,google api.bmp,google api.bmp,TempFiles,13-04-2024
4221,General,9196642.webp,D:\Downloads\9196642.webp,D:\Downloads\9196642.webp,9196642.webp,9196642.webp,TempFiles,16-04-2024
4222,General,app icon.zip,D:\Downloads\app icon.zip,D:\Downloads\app icon.zip,app icon.zip,app icon.zip,TempFiles,16-04-2024
4223,General,drive-download-20240416T144145Z-001.zip,D:\Downloads\drive-download-20240416T144145Z-001.zip,D:\Downloads\drive-download-20240416T144145Z-001.zip,drive-download-20240416T144145Z-001.zip,drive-download-20240416T144145Z-001.zip,TempFiles,16-04-2024
4226,General,47f1c733-c4ac-4595-b100-76dcadaecc86.webp,D:\Downloads\47f1c733-c4ac-4595-b100-76dcadaecc86.webp,D:\Downloads\47f1c733-c4ac-4595-b100-76dcadaecc86.webp,47f1c733-c4ac-4595-b100-76dcadaecc86.webp,47f1c733-c4ac-4595-b100-76dcadaecc86.webp,TempFiles,17-04-2024
4227,General,30cb06d4-8251-4c00-821c-be58bdc04ea4.webp,D:\Downloads\30cb06d4-8251-4c00-821c-be58bdc04ea4.webp,D:\Downloads\30cb06d4-8251-4c00-821c-be58bdc04ea4.webp,30cb06d4-8251-4c00-821c-be58bdc04ea4.webp,30cb06d4-8251-4c00-821c-be58bdc04ea4.webp,TempFiles,17-04-2024
4228,General,e4bfa530-0d8c-4835-a2eb-df6bbc195899.webp,D:\Downloads\e4bfa530-0d8c-4835-a2eb-df6bbc195899.webp,D:\Downloads\e4bfa530-0d8c-4835-a2eb-df6bbc195899.webp,e4bfa530-0d8c-4835-a2eb-df6bbc195899.webp,e4bfa530-0d8c-4835-a2eb-df6bbc195899.webp,TempFiles,17-04-2024
